total_recommend,days_since_earliest,word_count,weekly_recommend,remaining_attributes,status,contract_vip,author_level,total_works,total_creation_words,creation_days
28,53.0,87100,0,"['浪漫青春', '青春疼痛']",0,0,0,1,87000,29
12,0.0,12900,0,"['玄幻', '王朝争霸']",0,0,0,0,0,5
7,0.0,18100,0,"['游戏', '虚拟网游']",0,0,0,1,39000,36
2,0.0,3591,0,"['都市', '都市生活']",0,0,0,0,0,1
9,28.0,14300,0,"['军事', '军事战争']",0,0,0,1,14000,6
3639,154.0,960800,22,"['都市', '娱乐明星']",0,1,2,1,960000,165
7250,73.0,333400,0,"['现实生活', '家与情感']",1,1,1,4,610000,145
2,24.0,1074,0,"['短篇', '生活随笔']",0,0,0,1,1074,1
2,0.0,1083,0,"['科幻', '星际文明']",0,0,0,0,0,2
50,0.0,20299,0,"['历史', '架空历史']",0,0,1,2,480000,163
9,32.0,38600,0,"['奇幻', '另类幻想']",0,0,0,1,39000,4
17,125.0,720400,0,"['都市', '都市异能']",0,1,1,4,1040000,184
3,0.0,6195,0,"['诸天无限', '诸天']",0,0,0,0,0,1
6,0.0,12500,0,"['玄幻', '异世大陆']",0,0,0,0,0,7
0,0.0,2831,0,"['浪漫青春', '青春校园']",0,0,0,0,0,1
2,0.0,2323,0,"['仙侠奇缘', '古典仙侠']",0,0,0,0,0,1
683,126.0,541100,0,"['轻小说', '衍生同人', '轻小说']",1,1,3,2,630000,141
4,55.0,12700,0,"['仙侠', '修真文明']",0,0,0,0,0,0
50,21.0,82200,0,"['悬疑', '诡秘悬疑']",0,0,3,2,1430000,273
10,98.0,244600,0,"['玄幻', '王朝争霸']",0,0,1,1,240000,70
183,61.0,327900,0,"['都市', '异术超能']",1,0,0,1,330000,271
342,78.0,266100,0,"['奇幻', '剑与魔法']",1,0,3,8,7390000,1843
3,0.0,3201,0,"['玄幻', '东方玄幻']",0,0,0,0,0,28
2,0.0,2694,0,"['奇幻', '剑与魔法']",0,0,1,10,740000,590
197,31.0,145600,0,"['奇幻', '另类幻想']",0,0,0,2,360000,63
3,37.0,6114,0,"['都市', '都市生活']",0,0,0,2,21000,12
2,0.0,1447,0,"['仙侠', '现代修真']",0,0,0,0,0,2
17,10.0,48600,0,"['现代言情', '都市生活']",1,0,0,1,49000,9
3,0.0,6334,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,0,0,0
11,48.0,46700,0,"['轻小说', '搞笑吐槽', '轻小说']",0,0,0,1,47000,20
36,23.0,65400,0,"['玄幻', '异世大陆']",0,0,0,1,65000,5
3,0.0,1020,0,"['历史', '两宋元明']",0,0,0,0,0,1
4,6.0,34800,0,"['都市', '异术超能']",0,0,1,2,73000,16
5,150.0,10700,0,"['科幻', '未来世界']",0,0,0,1,11000,5
2,0.0,1019,0,"['科幻', '超级科技']",0,0,0,0,0,2
207,21.0,12000,0,"['短篇', '短故事']",1,1,1,2,24000,161
2,53.0,1456,0,"['短篇', '短篇小说']",0,0,0,1,1456,1
69,63.0,97600,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,98000,34
2,0.0,7598,0,"['玄幻言情', '东方玄幻']",0,0,0,0,0,1
44,12.0,29000,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,2,38000,24
2,0.0,2077,0,"['仙侠', '幻想修仙']",0,0,0,0,0,0
12,20.0,9574,0,"['玄幻', '东方玄幻']",0,0,0,1,9574,12
5,0.0,5082,0,"['短篇', '短故事']",0,0,0,0,0,3
273,40.0,40700,0,"['科幻', '未来世界']",1,0,0,1,41000,79
11,16.0,10200,0,"['玄幻', '异世大陆']",0,0,0,1,10000,16
6,19.0,3463,0,"['都市', '异术超能']",0,0,0,1,3463,7
2,60.0,15300,0,"['轻小说', '唯美幻想', '轻小说']",0,0,0,1,15000,14
12,14.0,41800,0,"['历史', '架空历史']",1,0,0,4,110000,56
162,127.0,279100,0,"['玄幻', '异世大陆']",0,0,0,1,280000,27
21,50.0,113500,0,"['玄幻', '异世大陆']",0,0,0,1,110000,27
7,0.0,8388,0,"['奇幻', '神秘幻想']",0,0,0,0,0,0
100,96.0,16299,0,"['仙侠奇缘', '古典仙侠']",0,0,0,1,16000,6
19,40.0,7423,0,"['玄幻', '异世大陆']",0,0,0,1,7423,4
2,0.0,1609,0,"['都市', '异术超能']",0,0,0,0,0,1
4,0.0,10100,0,"['仙侠', '神话修真']",0,0,0,0,0,2
99,12.0,28,0,"['军事', '战争幻想']",0,0,0,1,28,27
33,73.0,9856,0,"['科幻空间', '末世危机']",0,0,0,1,9856,17
27,12.0,73700,0,"['都市', '都市异能']",0,0,0,8,160000,42
111,88.0,150800,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,150000,27
3,13.0,3036,0,"['玄幻', '东方玄幻']",0,0,0,1,3036,2
98,13.0,51400,0,"['奇幻', '剑与魔法']",0,0,0,1,51000,13
2,0.0,1080,0,"['浪漫青春', '青春纯爱']",0,0,0,0,0,2
547,153.0,693900,0,"['诸天无限', '无限']",0,1,1,1,690000,149
11,48.0,30099,0,"['现代言情', '都市生活']",0,0,0,1,30000,38
6,0.0,3686,0,"['玄幻', '东方玄幻']",1,0,0,0,0,6
2,39.0,3407,0,"['科幻', '未来世界']",0,0,0,1,3407,3
70,11.0,64800,0,"['科幻', '末世危机']",0,0,0,1,65000,53
77,13.0,65500,0,"['轻小说', '衍生同人', '轻小说']",0,0,1,1,65000,435
0,0.0,10300,0,"['古代言情', '女尊王朝']",0,0,0,0,0,2
78,49.0,35200,0,"['科幻', '星际文明']",1,0,0,1,35000,35
20,27.0,39200,0,"['游戏', '电子竞技']",0,0,0,1,39000,14
33,23.0,64200,0,"['玄幻', '异世大陆']",1,0,0,1,64000,19
44,23.0,35900,0,"['历史', '架空历史']",0,0,0,1,36000,13
2,0.0,1028,0,"['玄幻', '高武世界']",0,0,0,0,0,1
51,152.0,66100,0,"['科幻', '时空穿梭']",1,0,0,1,66000,208
7,0.0,15400,0,"['悬疑', '诡秘悬疑']",0,0,0,1,13000,8
6,37.0,10600,0,"['都市', '都市生活']",0,0,0,2,40000,22
9,0.0,12700,0,"['玄幻', '异世大陆']",1,0,0,1,30000,20
5,0.0,22100,0,"['科幻空间', '未来世界']",1,0,0,0,0,18
37,8.0,16100,0,"['悬疑推理', '幽情奇缘']",0,0,0,1,16000,9
2,1.0,5543,0,"['短篇', '短篇小说']",1,0,0,1,5543,1
2,0.0,1125,0,"['武侠', '武侠幻想']",0,0,0,0,0,1
2,0.0,2173,0,"['现代言情', '婚恋情缘']",0,0,0,0,0,7
3,41.0,2446,0,"['科幻', '末世危机']",0,0,0,2,11000,6
11,122.0,385600,0,"['悬疑推理', '悬疑探险', '轻小说']",0,1,1,1,390000,100
263,60.0,195600,0,"['科幻', '时空穿梭', '轻小说']",0,0,0,1,200000,48
34,13.0,58700,0,"['玄幻', '异世大陆']",1,0,0,1,59000,399
2,0.0,848,0,"['短篇', '短篇小说']",0,0,0,0,0,1
2,31.0,1967,0,"['玄幻', '东方玄幻']",0,0,0,1,1967,1
5,0.0,45,0,"['玄幻', '异世大陆']",0,0,0,1,67000,69
14,44.0,21900,0,"['都市', '都市异能']",0,0,0,6,58000,18
16,0.0,66900,0,"['短篇', '短篇小说']",0,0,0,0,0,30
24,12.0,38200,0,"['轻小说', '搞笑吐槽', '轻小说']",0,0,0,1,38000,12
9,0.0,6331,0,"['玄幻', '异世大陆']",1,0,0,0,0,0
0,32.0,19500,0,"['现实生活', '家与情感']",0,0,0,1,20000,8
45,48.0,126300,0,"['奇幻', '史诗奇幻']",0,0,0,1,130000,32
7,10.0,11500,0,"['轻小说', '搞笑吐槽', '轻小说']",0,0,0,1,12000,6
20,0.0,13799,0,"['玄幻', '异世大陆']",0,0,0,0,0,6
16,14.0,26700,0,"['悬疑', '侦探推理']",0,0,0,2,52000,20
58,25.0,68000,0,"['玄幻', '高武世界']",1,0,0,1,68000,17
15,42.0,29500,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,30000,14
3,0.0,3902,0,"['玄幻', '东方玄幻']",0,0,0,0,0,2
11,0.0,10600,0,"['悬疑', '诡秘悬疑']",0,0,0,0,0,16
6,0.0,4810,0,"['悬疑', '奇妙世界']",0,0,0,0,0,17
0,0.0,1047,0,"['浪漫青春', '青春纯爱']",0,0,0,0,0,2
395,91.0,265100,0,"['玄幻', '东方玄幻']",0,0,0,1,270000,89
0,0.0,186000,0,"['短篇', '短篇小说']",0,0,0,0,0,30
2,0.0,6285,0,"['悬疑', '诡秘悬疑']",0,0,0,0,0,24
16,69.0,34800,0,"['玄幻', '异世大陆']",0,0,0,1,35000,43
20,81.0,48400,0,"['仙侠', '幻想修仙']",0,0,0,1,48000,31
89,33.0,62200,0,"['仙侠', '古典仙侠']",0,0,0,1,62000,404
3,0.0,9134,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,0,0,3
29,32.0,33100,0,"['现代言情', '都市生活']",1,0,0,1,33000,26
3,100.0,2809,0,"['现实', '青年故事']",0,0,0,1,2809,4
3,0.0,9320,0,"['都市', '都市生活']",0,0,0,0,0,3
20,0.0,22599,0,"['科幻空间', '末世危机']",0,0,0,0,0,6
24,10.0,151100,0,"['仙侠', '修真文明']",0,0,0,1,150000,9
15,10.0,20800,0,"['轻小说', '衍生同人', '轻小说']",0,0,1,3,1410000,349
7,0.0,7991,0,"['现代言情', '豪门世家']",0,0,0,0,0,5
15,0.0,19900,0,"['诸天无限', '诸天']",1,0,0,1,13000,22
6,0.0,3852,0,"['短篇', '短篇小说']",0,0,0,0,0,6
33,71.0,53500,0,"['历史', '架空历史', '轻小说']",0,0,0,1,54000,22
3,0.0,3262,0,"['玄幻', '东方玄幻']",0,0,0,0,0,2
23,10.0,40199,0,"['都市', '青春校园']",0,0,0,1,40000,17
20,152.0,55199,0,"['都市', '都市生活']",0,0,0,3,80000,33
11,0.0,23500,0,"['玄幻', '高武世界']",0,0,0,0,0,0
48,0.0,581,0,"['仙侠', '古典仙侠']",0,0,0,0,0,10
4,30.0,2957,0,"['奇幻', '剑与魔法']",0,0,0,1,2957,6
31,0.0,23600,0,"['科幻', '未来世界']",0,0,0,0,0,22
4,11.0,4285,0,"['玄幻', '异世大陆']",0,0,0,1,4285,1
2,0.0,1042,0,"['浪漫青春', '青春校园']",0,0,0,0,0,4
5,36.0,14000,0,"['轻小说', '原生幻想', '轻小说']",1,0,0,1,14000,3
22,0.0,14200,0,"['玄幻', '异世大陆']",0,0,0,0,0,0
5,0.0,5533,0,"['奇幻', '剑与魔法']",0,0,0,0,0,3
29,14.0,72800,0,"['诸天无限', '诸天']",1,0,0,0,0,0
101,107.0,358100,0,"['诸天无限', '无限']",1,0,0,2,400000,93
7,22.0,5236,0,"['诸天无限', '诸天']",0,0,0,2,9741,24
22,23.0,40400,0,"['科幻', '时空穿梭']",1,0,0,1,40000,15
36,11.0,48300,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,48000,11
3,0.0,1200,0,"['玄幻言情', '魔法幻情']",0,0,0,0,0,1
6,0.0,4285,0,"['悬疑', '诡秘悬疑']",0,0,0,0,0,1
36,0.0,35900,0,"['玄幻', '异世大陆']",0,0,1,1,79000,51
2,0.0,1180,0,"['古代言情', '古代情缘']",0,0,0,0,0,5
2,0.0,1713,0,"['武侠', '传统武侠']",0,0,0,0,0,1
3,0.0,12100,0,"['仙侠', '幻想修仙']",0,0,0,0,0,2
4,19.0,1574,0,"['短篇', '短故事']",0,0,0,1,1574,3
3,0.0,12900,0,"['都市', '都市生活']",0,0,0,0,0,3
2,0.0,4656,0,"['诸天无限', '无限']",0,0,0,0,0,1
29,16.0,3716,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,3716,3
0,9.0,1159,0,"['浪漫青春', '青春校园']",0,0,0,1,1159,1
2,0.0,2762,0,"['科幻', '末世危机']",0,0,0,0,0,1
51,131.0,16700,0,"['玄幻', '东方玄幻']",0,0,0,1,17000,16
73,44.0,186500,0,"['仙侠', '幻想修仙']",1,0,1,4,720000,508
2,0.0,1087,0,"['玄幻', '异世大陆']",1,0,0,0,0,1
77,31.0,68400,0,"['奇幻', '另类幻想']",0,0,0,1,68000,35
20,10.0,22000,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,22000,6
21,148.0,29400,0,"['游戏', '游戏异界']",0,0,0,1,29000,21
2,112.0,8876,0,"['奇幻', '剑与魔法']",0,0,0,1,8876,9
30,56.0,108600,0,"['浪漫青春', '青春校园']",1,0,0,1,110000,41
8,39.0,18900,0,"['玄幻', '东方玄幻']",0,0,0,1,19000,15
73,25.0,94900,0,"['历史', '两宋元明']",0,0,1,1,95000,35
0,15.0,26300,0,"['现实生活', '家与情感']",0,0,1,1,26000,269
22,0.0,41700,0,"['玄幻', '异世大陆']",0,0,0,1,81000,20
1406,153.0,597800,1,"['游戏', '游戏异界']",0,1,1,1,600000,186
2,0.0,1119,0,"['浪漫青春', '青春纯爱']",0,0,0,0,0,1
2569,46.0,211300,0,"['都市', '都市生活']",0,1,1,1,210000,46
2,0.0,3265,0,"['现实', '人间百态']",0,0,0,0,0,2
1343,153.0,661200,0,"['仙侠', '修真文明']",0,1,1,1,660000,152
2,0.0,993,0,"['科幻', '末世危机']",0,0,0,0,0,1
3,55.0,1615,0,"['科幻', '星际文明']",0,0,0,1,1615,13
2,0.0,1002,0,"['奇幻', '另类幻想']",0,0,0,1,2888,9
0,0.0,9264,0,"['短篇', '短篇小说']",0,0,0,0,0,2
18,10.0,11600,0,"['玄幻', '东方玄幻']",0,0,0,1,12000,8
5,0.0,3180,0,"['都市', '都市异能']",0,0,0,0,0,2
2,153.0,5839,0,"['轻小说', '其他衍生', '轻小说']",0,0,0,8,55000,136
6,3.0,3988,0,"['历史', '架空历史']",1,0,0,1,3988,3
27,34.0,52699,0,"['历史', '两宋元明']",0,0,0,1,53000,62
2,0.0,1013,0,"['轻小说', '恋爱日常', '轻小说']",0,0,0,0,0,1
50,22.0,92200,0,"['玄幻', '异世大陆']",0,0,1,2,210000,55
2,0.0,1018,0,"['悬疑', '侦探推理']",0,0,0,0,0,1
75,28.0,62699,0,"['古代言情', '穿越奇情']",0,0,0,1,63000,58
8,0.0,18800,0,"['玄幻', '异世大陆']",0,0,0,0,0,2
447,33.0,122300,0,"['科幻', '末世危机']",0,0,1,2,240000,52
8,0.0,2498,0,"['仙侠', '幻想修仙']",0,0,0,0,0,19
17,41.0,34600,0,"['科幻', '星际文明']",0,0,0,1,35000,6
18,30.0,28100,0,"['短篇', '短篇小说']",0,0,0,1,28000,13
93,11.0,34900,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,35000,23
2,14.0,5278,0,"['仙侠', '修真文明']",0,0,0,1,5278,2
42,16.0,52500,0,"['玄幻', '异世大陆']",0,0,0,1,53000,13
2,0.0,1313,0,"['短篇', '生活随笔']",0,0,0,0,0,1
10100,153.0,843400,15,"['科幻', '未来世界']",0,1,5,5,4170000,646
204,17.0,70100,0,"['科幻', '未来世界']",0,0,1,1,70000,179
72,33.0,104000,0,"['科幻', '进化变异']",0,0,0,1,100000,20
61,146.0,437299,0,"['科幻', '进化变异']",0,0,0,3,490000,41
3,0.0,2099,0,"['玄幻', '异世大陆']",0,0,0,0,0,2
2,65.0,1006,0,"['诸天无限', '综漫']",0,0,0,1,1006,2
42300,153.0,900300,98,"['奇幻', '神秘幻想']",0,1,4,1,900000,153
290,92.0,86900,0,"['玄幻言情', '东方玄幻']",0,0,1,2,110000,37
7,14.0,7075,0,"['奇幻', '神秘幻想']",0,0,0,1,7075,6
38,36.0,78900,0,"['仙侠', '现代修真']",0,0,0,1,79000,20
2,0.0,4138,0,"['玄幻', '异世大陆']",0,0,0,0,0,0
17,30.0,42200,0,"['都市', '异术超能']",0,0,0,1,42000,30
97,11.0,35400,0,"['诸天无限', '诸天']",0,0,0,1,35000,10
2,0.0,2494,0,"['轻小说', '恋爱日常', '轻小说']",0,0,0,1,29000,11
16,29.0,29100,0,"['奇幻', '神秘幻想']",0,0,0,3,960000,593
2,0.0,3278,0,"['轻小说', '其他衍生', '轻小说']",1,0,0,0,0,2
5,42.0,52000,0,"['轻小说', '恋爱日常', '轻小说']",0,0,0,1,52000,3
3,8.0,6533,0,"['科幻', '末世危机']",0,0,0,1,6533,9
2,0.0,1553,0,"['玄幻', '异世大陆']",0,0,0,0,0,1
44,45.0,63099,0,"['玄幻', '高武世界']",0,0,0,1,63000,39
2,0.0,6611,0,"['玄幻', '东方玄幻']",0,0,0,0,0,2
2,0.0,9755,0,"['现代言情', '婚恋情缘']",0,0,0,0,0,1
7,0.0,16500,0,"['玄幻言情', '异世大陆']",0,0,0,0,0,5
8,13.0,18600,0,"['浪漫青春', '青春疼痛']",0,0,0,2,46000,16
283,140.0,453300,0,"['现代言情', '都市异能']",0,1,3,5,2470000,434
8,10.0,5637,0,"['仙侠奇缘', '古典仙侠']",1,0,0,2,15000,15
84,27.0,42100,0,"['体育', '篮球运动']",0,0,0,1,42000,27
4,13.0,6272,0,"['现实', '青年故事']",0,0,0,1,6272,13
365,15.0,28400,0,"['玄幻', '异世大陆']",0,0,0,2,49000,54
4,13.0,3909,0,"['现实生活', '家与情感']",0,0,0,1,3909,2
2,0.0,1270,0,"['奇幻', '剑与魔法']",0,0,0,0,0,1
0,0.0,1527,0,"['现实生活', '人文博览']",0,0,0,0,0,4
5,0.0,2372,0,"['短篇', '短篇小说']",0,0,0,0,0,3
0,0.0,7547,0,"['古代言情', '古典架空']",1,0,0,0,0,4
2,0.0,1829,0,"['短篇', '短故事']",0,0,0,0,0,1
3,53.0,66200,0,"['玄幻言情', '异世大陆']",0,0,0,3,160000,27
3,0.0,4220,0,"['仙侠', '古典仙侠']",0,0,0,1,5905,5
11,17.0,17800,0,"['玄幻', '异世大陆']",0,0,0,1,18000,44
6,0.0,14000,0,"['游戏', '游戏异界']",0,0,0,0,0,5
26,26.0,17500,0,"['武侠', '传统武侠']",0,0,0,1,18000,26
5,17.0,11000,0,"['都市', '都市异能']",1,0,0,1,11000,5
2,151.0,8657,0,"['历史', '架空历史']",0,0,0,1,8657,1
4,0.0,10900,0,"['科幻', '末世危机']",0,0,0,0,0,7
163,147.0,239899,0,"['诸天无限', '无限']",0,1,1,4,1500000,429
276,35.0,46,0,"['科幻', '时空穿梭']",0,0,1,1,46,1082
79,19.0,55700,0,"['玄幻', '东方玄幻']",0,0,4,2,740000,494
38,41.0,109400,0,"['武侠', '传统武侠']",0,0,0,1,110000,34
2,47.0,406,0,"['短篇', '诗歌散文']",0,0,0,1,406,2
7,9.0,8025,0,"['奇幻', '史诗奇幻']",0,0,0,1,8025,4
2,0.0,1670,0,"['历史', '两宋元明']",0,0,0,0,0,1
2,0.0,3008,0,"['武侠', '传统武侠']",0,0,0,0,0,82
2,0.0,4163,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,1,100000,29
2,48.0,5584,0,"['科幻', '末世危机']",0,0,0,1,5584,51
2,0.0,11100,0,"['古代言情', '穿越奇情']",0,0,0,0,0,1
5,31.0,125800,0,"['轻小说', '衍生同人', '轻小说']",1,1,1,1,130000,30
2,0.0,2125,0,"['奇幻', '另类幻想']",0,0,0,0,0,1
22,25.0,23400,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,23000,15
18,0.0,30200,0,"['都市', '异术超能']",0,0,0,0,0,49
14,0.0,8769,0,"['历史', '架空历史']",0,0,1,2,620000,157
4,12.0,16700,0,"['仙侠', '幻想修仙']",1,0,0,1,17000,2
2,0.0,2530,0,"['浪漫青春', '青春纯爱']",0,0,0,0,0,6
10,0.0,11000,0,"['玄幻', '东方玄幻']",0,0,0,0,0,5
10,8.0,12500,0,"['科幻', '星际文明']",0,0,0,1,13000,40
2,0.0,3209,0,"['仙侠', '修真文明']",0,0,0,0,0,1
40,92.0,42699,0,"['奇幻', '现代魔法']",0,0,0,2,150000,68
82,153.0,355700,0,"['现代言情', '豪门世家']",0,1,4,1,360000,1422
29,18.0,29500,0,"['玄幻', '东方玄幻']",1,0,1,3,340000,86
4,0.0,4114,0,"['玄幻', '异世大陆']",0,0,0,0,0,4
22,19.0,43900,0,"['玄幻', '异世大陆']",0,0,0,1,44000,18
9,0.0,31800,0,"['游戏', '虚拟网游']",0,0,0,0,0,0
4047,153.0,495100,6,"['轻小说', '衍生同人', '轻小说']",0,1,1,1,500000,138
21,37.0,13700,0,"['科幻', '进化变异']",0,0,0,2,18000,14
2,21.0,2314,0,"['奇幻', '现代魔法']",0,0,0,1,2314,18
2,0.0,8698,0,"['古代言情', '古典架空']",0,0,0,2,38000,16
262,25.0,93100,0,"['诸天无限', '综漫']",0,0,1,2,830000,191
3,0.0,1500,0,"['都市', '娱乐明星']",0,0,0,0,0,1
2,0.0,1081,0,"['轻小说', '原生幻想', '轻小说']",0,0,0,0,0,1
1215,122.0,519000,0,"['玄幻', '东方玄幻']",0,1,1,1,520000,117
3,2.0,4594,0,"['玄幻', '东方玄幻']",1,0,0,1,4594,1
101,68.0,68600,0,"['武侠', '武侠幻想']",0,0,0,1,69000,29
4,71.0,6524,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,6524,3
544,154.0,417299,0,"['都市', '娱乐明星']",0,1,1,8,2040000,1003
2,0.0,1000,0,"['短篇', '短篇小说']",0,0,0,0,0,1
3,22.0,10100,0,"['玄幻', '东方玄幻']",0,0,0,1,10000,2
64,0.0,12600,0,"['轻小说', '衍生同人', '轻小说']",0,0,1,1,370000,91
28,38.0,41200,0,"['玄幻', '东方玄幻']",0,0,0,2,88000,14
15,8.0,29100,0,"['都市', '都市生活']",0,0,0,1,29000,7
2,0.0,2262,0,"['奇幻', '另类幻想']",0,0,0,1,72000,18
4,28.0,4434,0,"['玄幻', '东方玄幻']",0,0,0,1,4434,2
2,0.0,2009,0,"['历史', '架空历史']",0,0,0,1,2059,2
2,0.0,2839,0,"['现实生活', '家与情感']",0,0,0,0,0,3
13,12.0,6234,0,"['古代言情', '古代情缘']",0,0,0,1,6234,2
2,0.0,1088,0,"['科幻', '末世危机']",0,0,0,0,0,1
33,11.0,36900,0,"['诸天无限', '无限']",1,0,0,1,37000,10
9737,153.0,582300,20,"['科幻', '末世危机']",0,1,5,8,9150000,2263
3,0.0,4357,0,"['玄幻', '东方玄幻']",0,0,0,0,0,0
1248,134.0,364200,4,"['历史', '两宋元明']",0,1,1,2,1050000,243
2,0.0,1224,0,"['古代言情', '古代情缘']",0,0,0,0,0,1
4,8.0,10500,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,2,23000,46
2,0.0,1022,0,"['奇幻', '历史神话']",0,0,0,0,0,8
6,15.0,137500,0,"['军事', '军事战争']",0,0,0,2,150000,25
6,12.0,12700,0,"['科幻', '进化变异']",0,0,1,5,200000,851
2,0.0,1330,0,"['仙侠奇缘', '古典仙侠']",0,0,0,0,0,1
0,14.0,55700,0,"['都市', '娱乐明星']",1,1,1,3,210000,82
17,73.0,22000,0,"['武侠', '武侠同人']",1,0,0,4,33000,20
2,0.0,1726,0,"['现代言情', '娱乐明星']",0,0,0,0,0,6
19,142.0,142400,0,"['诸天无限', '无限']",0,0,0,1,140000,59
10,0.0,9381,0,"['玄幻', '东方玄幻']",0,0,0,0,0,2
5,0.0,2238,0,"['都市', '都市生活']",0,0,0,1,19000,9
0,0.0,5393,0,"['现实生活', '家与情感']",0,0,0,0,0,2
50,64.0,283800,0,"['武侠', '武侠同人']",1,1,1,1,280000,63
2,0.0,1359,0,"['浪漫青春', '青春校园']",0,0,0,0,0,1
197,24.0,34200,0,"['都市', '异术超能']",0,0,0,1,34000,14
2,57.0,6240,0,"['科幻', '超级科技']",0,0,0,2,11000,113
26,102.0,45800,0,"['科幻', '未来世界']",1,0,0,1,46000,70
10,0.0,9327,0,"['仙侠奇缘', '仙侣奇缘']",0,0,0,0,0,4
12,23.0,26100,0,"['仙侠', '古典仙侠']",0,0,0,1,26000,5
8,0.0,12800,0,"['科幻', '进化变异']",0,0,0,0,0,5
6,0.0,10200,0,"['仙侠', '现代修真']",0,0,0,0,0,2
2,36.0,13300,0,"['仙侠', '古典仙侠']",0,0,0,1,13000,1
2,0.0,5087,0,"['现实生活', '家与情感']",0,0,0,1,57000,37
23,21.0,35300,0,"['轻小说', '衍生同人', '轻小说']",0,0,0,1,35000,11
2,0.0,1144,0,"['现代言情', '婚恋情缘']",0,0,0,0,0,2
2,0.0,1413,0,"['奇幻', '另类幻想']",0,0,0,0,0,1
123,24.0,76000,0,"['轻小说', '原生幻想', '轻小说']",1,0,1,1,76000,20
4,9.0,8234,0,"['玄幻', '东方玄幻']",0,0,0,1,8234,3
4395,153.0,614400,13,"['科幻', '末世危机']",0,1,2,2,1460000,249
4,0.0,10600,0,"['科幻', '进化变异']",0,0,0,0,0,8
5,0.0,15800,0,"['玄幻', '东方玄幻']",0,0,0,0,0,2
4,108.0,4433,0,"['奇幻', '剑与魔法']",0,0,0,1,4433,1
12,0.0,3050,0,"['仙侠', '幻想修仙']",0,0,0,0,0,23
4,14.0,2969,0,"['现实', '青年故事']",0,0,0,1,2969,3
4,11.0,50199,0,"['都市', '异术超能']",0,0,1,1,50000,10
166,87.0,137600,0,"['科幻', '未来世界']",0,0,0,1,140000,237
110,37.0,64300,0,"['仙侠', '现代修真']",0,0,0,3,140000,41
20,0.0,28000,0,"['诸天无限', '无限']",0,0,0,0,0,7
2,0.0,4052,0,"['短篇', '短篇小说']",0,0,0,0,0,1
7,0.0,10400,0,"['短篇', '短篇小说']",0,0,0,0,0,4
75,30.0,74000,0,"['古代言情', '穿越奇情']",0,0,0,1,74000,45
4,0.0,2170,0,"['短篇', '人物传记']",0,0,0,0,0,7
7,34.0,13400,0,"['奇幻', '史诗奇幻']",0,0,0,1,13000,5
34,82.0,111100,0,"['玄幻', '异世大陆']",0,0,0,3,370000,297
